name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,imputed_reach,gender
Roldan Sangcha'an,4.0,2.0,162.56,56.7,182.88,Orthodox,33.0,2.71,0.46,2.15,0.51,1.94,0.6,0.68,0.0,182.88,male
Nolan Ticman,4.0,3.0,167.64,56.7,182.88,Orthodox,35.0,2.57,0.47,2.53,0.67,0.0,0.0,0.6,0.0,182.88,male
Hatsu Hioki,29.0,10.0,180.34,65.77,185.42,Orthodox,40.0,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,185.42,female
Lisa Ellis,15.0,11.0,162.56,52.16,182.88,Missing,41.0,1.68,0.48,2.32,0.57,4.19,0.63,0.5,0.6,182.88,female
Dylan Andrews,18.0,7.0,185.42,83.91,187.96,Switch,44.0,2.21,0.5,2.72,0.46,2.83,0.5,0.57,0.4,187.96,male
Vik Grujic,6.0,6.0,180.34,77.11,185.42,Orthodox,47.0,2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4,185.42,male
Alptekin Ozkilic,9.0,5.0,165.1,56.7,165.1,Orthodox,38.0,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0.0,165.1,male
Quinton Jackson,37.0,12.0,185.42,92.99,185.42,Orthodox,45.0,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,185.42,male
David Michaud,11.0,3.0,175.26,70.31,182.88,Orthodox,35.0,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7,182.88,male
Chris Clements,12.0,6.0,177.8,77.11,177.8,Orthodox,48.0,3.2,0.49,2.37,0.44,0.0,0.0,0.32,0.3,177.8,male
Jessica Rakoczy,1.0,5.0,170.18,52.16,182.88,Orthodox,46.0,2.5,0.44,3.55,0.64,0.75,0.2,0.0,0.8,182.88,female
Jimy Hettes,11.0,3.0,175.26,65.77,180.34,Southpaw,36.0,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4,180.34,male
Mirko Filipovic,35.0,11.0,187.96,104.33,185.42,Southpaw,49.0,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,185.42,male
Seth Baczynski,20.0,14.0,190.5,77.11,190.5,Orthodox,42.0,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,190.5,male
Izabela Badurek,6.0,3.0,165.1,52.16,182.88,Orthodox,32.0,3.74,0.71,4.9,0.32,1.75,0.12,1.0,0.0,182.88,female
Marcin Bandel,15.0,7.0,177.8,70.31,182.88,Orthodox,34.0,0.79,0.5,5.26,0.23,0.0,0.0,0.0,0.0,182.88,male
Rocky Lee,3.0,2.0,175.26,65.77,182.88,Orthodox,36.0,2.47,0.51,5.33,0.44,1.0,0.1,0.33,0.0,182.88,male
Robert Peralta,18.0,8.0,172.72,65.77,180.34,Orthodox,38.0,3.76,0.44,2.97,0.53,0.59,0.66,0.65,0.0,180.34,male
Justin Jones,9.0,2.0,180.34,83.91,182.88,Orthodox,36.0,1.7,0.36,3.17,0.45,1.0,0.15,0.46,0.5,182.88,male
Josh Koscheck,17.0,11.0,177.8,77.11,185.42,Orthodox,46.0,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,185.42,male
Shayna Baszler,15.0,11.0,170.18,61.23,182.88,Orthodox,43.0,2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3,182.88,female
Cain Carrizosa,10.0,3.0,172.72,70.31,182.88,Orthodox,37.0,2.72,0.42,5.8,0.51,0.0,0.0,0.14,0.0,182.88,male
Jorge de Oliveira,9.0,2.0,172.72,70.31,182.88,Orthodox,44.0,1.26,0.31,4.84,0.48,0.0,0.0,0.22,0.0,182.88,male
Bentley Syler,5.0,1.0,162.56,56.7,182.88,Orthodox,41.0,1.3,0.18,1.73,0.79,0.0,0.0,0.75,0.0,182.88,male
Roger Narvaez,8.0,3.0,190.5,83.91,182.88,Southpaw,40.0,2.12,0.37,3.32,0.64,0.0,0.0,0.5,0.9,182.88,male
Josh Copeland,12.0,4.0,185.42,120.2,182.88,Orthodox,41.0,1.03,0.31,3.01,0.55,0.0,0.0,0.57,0.0,182.88,male
Jake Lindsey,12.0,7.0,180.34,70.31,182.88,Switch,37.0,3.44,0.52,4.01,0.46,0.65,0.33,0.5,0.0,182.88,male
Larissa Pacheco,10.0,2.0,170.18,61.23,182.88,Orthodox,29.0,1.21,0.19,4.14,0.55,0.0,0.0,0.0,0.0,182.88,female
Ruan Potts,11.0,6.0,187.96,112.04,190.5,Orthodox,46.0,0.85,0.37,5.92,0.22,0.75,0.16,0.33,2.3,190.5,male
Alex Torres,5.0,4.0,177.8,65.77,182.88,Orthodox,35.0,2.47,0.37,2.73,0.69,2.0,0.22,0.5,0.0,182.88,male
William Macario,9.0,3.0,180.34,77.11,190.5,Orthodox,32.0,4.92,0.54,3.96,0.65,1.85,0.45,0.78,0.0,190.5,male
Josh Shockley,11.0,4.0,185.42,70.31,182.88,Orthodox,34.0,1.4,0.33,1.75,0.6,0.0,0.0,0.61,0.8,182.88,male
Patrick Walsh,10.0,3.0,180.34,83.91,182.88,Missing,35.0,2.03,0.19,2.83,0.64,3.0,0.54,1.0,1.5,182.88,male
Rodrigo de Lima,8.0,3.0,170.18,70.31,182.88,Orthodox,33.0,1.29,0.33,5.5,0.32,2.66,0.36,0.0,1.3,182.88,male
Ian McCall,13.0,5.0,165.1,56.7,162.56,Orthodox,39.0,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0.0,162.56,male
Richardson Moreira,7.0,4.0,187.96,83.91,182.88,Orthodox,39.0,1.17,0.28,1.83,0.67,0.0,0.0,1.0,0.0,182.88,male
Andy Enz,10.0,4.0,190.5,83.91,198.12,Orthodox,32.0,3.51,0.23,5.32,0.57,0.0,0.0,0.58,0.0,198.12,male
Phil Davis,17.0,4.0,187.96,92.99,200.66,Orthodox,39.0,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,200.66,male
Akira Corassani,12.0,6.0,172.72,65.77,172.72,Orthodox,41.0,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0.0,172.72,male
Andy Ogle,9.0,6.0,172.72,65.77,175.26,Orthodox,35.0,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0,175.26,male
Stanislav Nedkov,12.0,2.0,180.34,92.99,180.34,Orthodox,42.0,3.33,0.43,5.39,0.43,2.77,0.41,0.0,0.0,180.34,male
Shane Howell,13.0,10.0,172.72,56.7,182.88,Orthodox,40.0,1.27,0.32,2.55,0.42,0.0,0.0,0.2,0.0,182.88,male
Matt Van Buren,7.0,6.0,195.58,92.99,182.88,Missing,37.0,7.73,0.45,6.82,0.49,0.0,0.0,0.5,0.0,182.88,male
Tateki Matsuda,13.0,8.0,170.18,56.7,182.88,Orthodox,38.0,3.2,0.34,3.43,0.69,0.0,0.0,0.16,0.0,182.88,male
Louis Gaudinot,8.0,4.0,160.02,56.7,160.02,Orthodox,39.0,2.34,0.37,6.42,0.48,0.57,0.4,0.31,1.1,160.02,male
Rodrigo Damm,13.0,9.0,170.18,70.31,180.34,Orthodox,44.0,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,180.34,male
Mats Nilsson,11.0,4.0,185.42,77.11,182.88,Orthodox,40.0,2.99,0.39,5.62,0.63,3.87,0.83,0.44,2.3,182.88,male
Alexis Dufresne,6.0,3.0,175.26,61.23,182.88,Orthodox,33.0,1.33,0.27,3.33,0.6,1.5,0.5,0.5,0.0,182.88,male
Mike Rhodes,10.0,5.0,185.42,77.11,187.96,Orthodox,34.0,3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5,187.96,male
Tom Niinimaki,22.0,8.0,175.26,65.77,175.26,Orthodox,41.0,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5,175.26,male
Jamie Varner,21.0,11.0,172.72,70.31,180.34,Orthodox,39.0,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8,180.34,female
Joe Ellenberger,15.0,2.0,175.26,70.31,182.88,Orthodox,39.0,1.62,0.47,3.45,0.48,3.17,0.4,0.0,1.1,182.88,male
Garett Whiteley,7.0,3.0,182.88,70.31,182.88,Orthodox,43.0,3.72,0.48,4.04,0.46,0.0,0.0,0.27,0.9,182.88,male
Dustin Kimura,11.0,3.0,170.18,61.23,180.34,Orthodox,34.0,1.33,0.21,3.82,0.51,0.93,0.37,0.5,2.2,180.34,male
Brendan Schaub,10.0,5.0,193.04,111.13,198.12,Orthodox,41.0,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,198.12,male
Matt Hobar,9.0,3.0,177.8,61.23,177.8,Southpaw,37.0,3.23,0.42,4.27,0.52,3.66,0.44,0.5,0.0,177.8,male
Isaac Vallie-Flagg,16.0,7.0,172.72,70.31,177.8,Orthodox,45.0,5.56,0.47,5.6,0.45,0.2,0.12,0.58,0.0,177.8,male
Yves Edwards,42.0,22.0,175.26,70.31,185.42,Southpaw,47.0,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,185.42,male
Juan Manuel Puig,11.0,4.0,175.26,65.77,182.88,Orthodox,34.0,4.91,0.23,7.17,0.51,0.0,0.0,0.0,0.0,182.88,male
Chris Heatherly,9.0,4.0,175.26,70.31,182.88,Orthodox,36.0,1.08,0.45,2.67,0.52,3.39,0.5,1.0,0.7,182.88,male
Humberto Brown Morrison,4.0,6.0,177.8,65.77,182.88,Missing,39.0,1.71,0.5,2.19,0.62,1.43,0.25,0.0,0.0,182.88,male
Rodolfo Rubio Perez,10.0,16.0,165.1,65.77,182.88,Orthodox,37.0,1.13,0.36,1.0,0.62,2.0,0.33,0.33,0.0,182.88,male
Charlie Brenneman,19.0,8.0,177.8,70.31,177.8,Orthodox,43.0,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,177.8,male
Tim Gorman,9.0,4.0,165.1,61.23,182.88,Southpaw,40.0,2.73,0.31,5.57,0.46,1.0,0.09,0.33,0.0,182.88,male
Wagner Silva,6.0,3.0,182.88,77.11,182.88,Orthodox,37.0,1.69,0.29,2.87,0.65,0.0,0.0,0.58,0.0,182.88,male
